,images,label
706,PetImages\Dog\3097.jpg,11
707,PetImages\Dog\4421.jpg,11
708,PetImages\Dog\1455.jpg,11
709,PetImages\Cat\3963.jpg,00
710,PetImages\Dog\3114.jpg,11
711,PetImages\Cat\2367.jpg,00
712,PetImages\Dog\123.jpg,11
713,PetImages\Dog\3845.jpg,11
714,PetImages\Cat\2209.jpg,00
715,PetImages\Dog\3748.jpg,11
716,PetImages\Dog\450.jpg,11
717,PetImages\Dog\981.jpg,11
718,PetImages\Dog\118.jpg,11
719,PetImages\Cat\1013.jpg,00
720,PetImages\Cat\2020.jpg,00
721,PetImages\Cat\2204.jpg,00
722,PetImages\Dog\185.jpg,11
723,PetImages\Cat\1576.jpg,00
724,PetImages\Cat\1839.jpg,00
725,PetImages\Dog\919.jpg,11
726,PetImages\Cat\3479.jpg,00
727,PetImages\Dog\3801.jpg,11
728,PetImages\Dog\4131.jpg,11
729,PetImages\Dog\2074.jpg,11
730,PetImages\Cat\4821.jpg,00
731,PetImages\Cat\3720.jpg,00
732,PetImages\Cat\679.jpg,00
733,PetImages\Dog\2908.jpg,11
734,PetImages\Cat\4061.jpg,00
735,PetImages\Cat\300.jpg,00
736,PetImages\Dog\2900.jpg,11
737,PetImages\Cat\1565.jpg,00
738,PetImages\Cat\4433.jpg,00
739,PetImages\Cat\2149.jpg,00
740,PetImages\Dog\2297.jpg,11
741,PetImages\Dog\3374.jpg,11
742,PetImages\Dog\382.jpg,11
743,PetImages\Dog\3738.jpg,11
744,PetImages\Cat\4009.jpg,00
745,PetImages\Dog\474.jpg,11
746,PetImages\Cat\3286.jpg,00
747,PetImages\Cat\4165.jpg,00
748,PetImages\Cat\3198.jpg,00
749,PetImages\Dog\2947.jpg,11
750,PetImages\Dog\2116.jpg,11
751,PetImages\Cat\797.jpg,00
752,PetImages\Cat\3641.jpg,00
753,PetImages\Cat\4854.jpg,00
754,PetImages\Dog\1597.jpg,11
755,PetImages\Cat\1876.jpg,00
756,PetImages\Cat\372.jpg,00
757,PetImages\Cat\2241.jpg,00
758,PetImages\Dog\1236.jpg,11
759,PetImages\Dog\1074.jpg,11
760,PetImages\Dog\337.jpg,11
761,PetImages\Dog\3734.jpg,11
762,PetImages\Dog\8.jpg,11
763,PetImages\Cat\2042.jpg,00
764,PetImages\Cat\3807.jpg,00
765,PetImages\Dog\204.jpg,11
766,PetImages\Cat\66.jpg,00
767,PetImages\Cat\4899.jpg,00
768,PetImages\Cat\1021.jpg,00
769,PetImages\Cat\1310.jpg,00
770,PetImages\Dog\2172.jpg,11
771,PetImages\Cat\4654.jpg,00
772,PetImages\Cat\978.jpg,00
773,PetImages\Dog\3413.jpg,11
774,PetImages\Dog\831.jpg,11
775,PetImages\Cat\3899.jpg,00
776,PetImages\Dog\14.jpg,11
777,PetImages\Dog\3400.jpg,11
778,PetImages\Cat\1644.jpg,00
779,PetImages\Dog\2841.jpg,11
780,PetImages\Cat\3661.jpg,00
781,PetImages\Dog\927.jpg,11
782,PetImages\Dog\4617.jpg,11
783,PetImages\Cat\349.jpg,00
784,PetImages\Dog\3774.jpg,11
785,PetImages\Cat\4853.jpg,00
786,PetImages\Cat\2257.jpg,00
787,PetImages\Dog\132.jpg,11
788,PetImages\Cat\2328.jpg,00
789,PetImages\Dog\2283.jpg,11
790,PetImages\Dog\3391.jpg,11
791,PetImages\Dog\591.jpg,11
792,PetImages\Dog\991.jpg,11
793,PetImages\Dog\979.jpg,11
794,PetImages\Dog\1739.jpg,11
795,PetImages\Dog\1305.jpg,11
796,PetImages\Cat\3383.jpg,00
797,PetImages\Cat\4576.jpg,00
798,PetImages\Cat\1007.jpg,00
799,PetImages\Dog\2414.jpg,11
800,PetImages\Dog\3760.jpg,11
801,PetImages\Cat\3782.jpg,00
802,PetImages\Dog\4920.jpg,11
803,PetImages\Cat\4456.jpg,00
804,PetImages\Dog\2094.jpg,11
805,PetImages\Dog\4776.jpg,11
806,PetImages\Cat\50.jpg,00
807,PetImages\Cat\3452.jpg,00
808,PetImages\Cat\314.jpg,00
809,PetImages\Dog\449.jpg,11
810,PetImages\Dog\30.jpg,11
811,PetImages\Cat\949.jpg,00
812,PetImages\Dog\380.jpg,11
813,PetImages\Dog\3770.jpg,11
814,PetImages\Dog\4676.jpg,11
815,PetImages\Cat\3893.jpg,00
816,PetImages\Cat\3492.jpg,00
817,PetImages\Dog\3873.jpg,11
818,PetImages\Cat\3627.jpg,00
819,PetImages\Dog\1534.jpg,11
820,PetImages\Dog\3316.jpg,11
821,PetImages\Cat\4182.jpg,00
822,PetImages\Dog\3017.jpg,11
823,PetImages\Dog\3588.jpg,11
824,PetImages\Dog\1240.jpg,11
825,PetImages\Dog\1982.jpg,11
826,PetImages\Dog\4298.jpg,11
827,PetImages\Cat\2673.jpg,00
828,PetImages\Dog\1482.jpg,11
829,PetImages\Dog\793.jpg,11
830,PetImages\Dog\4494.jpg,11
831,PetImages\Dog\661.jpg,11
832,PetImages\Dog\3211.jpg,11
833,PetImages\Cat\3834.jpg,00
834,PetImages\Dog\1022.jpg,11
835,PetImages\Dog\280.jpg,11
836,PetImages\Dog\1906.jpg,11
837,PetImages\Cat\1703.jpg,00
838,PetImages\Dog\3923.jpg,11
839,PetImages\Dog\3180.jpg,11
840,PetImages\Cat\3193.jpg,00
841,PetImages\Dog\3590.jpg,11
842,PetImages\Cat\3655.jpg,00
843,PetImages\Cat\2619.jpg,00
844,PetImages\Cat\3054.jpg,00
845,PetImages\Dog\3189.jpg,11
846,PetImages\Cat\2450.jpg,00
847,PetImages\Dog\1135.jpg,11
848,PetImages\Cat\1927.jpg,00
849,PetImages\Dog\1344.jpg,11
850,PetImages\Dog\28.jpg,11
851,PetImages\Dog\2015.jpg,11
852,PetImages\Dog\1226.jpg,11
853,PetImages\Dog\1311.jpg,11
854,PetImages\Dog\4484.jpg,11
855,PetImages\Cat\2147.jpg,00
856,PetImages\Dog\4591.jpg,11
857,PetImages\Dog\1861.jpg,11
858,PetImages\Cat\3347.jpg,00
859,PetImages\Cat\3519.jpg,00
860,PetImages\Dog\2760.jpg,11
861,PetImages\Cat\2158.jpg,00
862,PetImages\Dog\4113.jpg,11
863,PetImages\Dog\4481.jpg,11
864,PetImages\Dog\2645.jpg,11
865,PetImages\Dog\80.jpg,11
866,PetImages\Dog\114.jpg,11
867,PetImages\Cat\727.jpg,00
868,PetImages\Cat\4898.jpg,00
869,PetImages\Dog\4905.jpg,11
870,PetImages\Cat\2898.jpg,00
871,PetImages\Dog\1204.jpg,11
872,PetImages\Cat\996.jpg,00
873,PetImages\Dog\3595.jpg,11
874,PetImages\Dog\3372.jpg,11
875,PetImages\Cat\4808.jpg,00
876,PetImages\Cat\2982.jpg,00
877,PetImages\Cat\3476.jpg,00
878,PetImages\Dog\3128.jpg,11
879,PetImages\Cat\1318.jpg,00
880,PetImages\Dog\746.jpg,11
881,PetImages\Dog\863.jpg,11
882,PetImages\Cat\3237.jpg,00
883,PetImages\Dog\1646.jpg,11
884,PetImages\Dog\725.jpg,11
885,PetImages\Cat\700.jpg,00
886,PetImages\Cat\4129.jpg,00
887,PetImages\Dog\1249.jpg,11
888,PetImages\Cat\2547.jpg,00
889,PetImages\Dog\968.jpg,11
890,PetImages\Cat\3889.jpg,00
891,PetImages\Dog\3271.jpg,11
892,PetImages\Dog\607.jpg,11
893,PetImages\Dog\2.jpg,11
894,PetImages\Cat\1519.jpg,00
895,PetImages\Cat\2151.jpg,00
896,PetImages\Cat\120.jpg,00
897,PetImages\Cat\3904.jpg,00
898,PetImages\Dog\2527.jpg,11
899,PetImages\Dog\1019.jpg,11
900,PetImages\Cat\1928.jpg,00
901,PetImages\Dog\290.jpg,11
902,PetImages\Cat\1162.jpg,00
903,PetImages\Dog\3438.jpg,11
904,PetImages\Dog\1303.jpg,11
905,PetImages\Cat\1956.jpg,00
906,PetImages\Dog\2896.jpg,11
907,PetImages\Cat\2592.jpg,00
908,PetImages\Cat\477.jpg,00
909,PetImages\Dog\792.jpg,11
910,PetImages\Dog\2871.jpg,11
911,PetImages\Dog\2476.jpg,11
912,PetImages\Cat\497.jpg,00
913,PetImages\Cat\3429.jpg,00
914,PetImages\Cat\2879.jpg,00
915,PetImages\Dog\564.jpg,11
916,PetImages\Cat\75.jpg,00
917,PetImages\Cat\2542.jpg,00
918,PetImages\Dog\3309.jpg,11
919,PetImages\Dog\3278.jpg,11
920,PetImages\Dog\2466.jpg,11
921,PetImages\Dog\1058.jpg,11
922,PetImages\Dog\4499.jpg,11
923,PetImages\Cat\1958.jpg,00
924,PetImages\Dog\3252.jpg,11
925,PetImages\Cat\2967.jpg,00
926,PetImages\Cat\1467.jpg,00
927,PetImages\Cat\4074.jpg,00
928,PetImages\Cat\2511.jpg,00
929,PetImages\Cat\4745.jpg,00
930,PetImages\Cat\2798.jpg,00
931,PetImages\Dog\2149.jpg,11
932,PetImages\Dog\680.jpg,11
933,PetImages\Dog\1101.jpg,11
934,PetImages\Cat\3894.jpg,00
935,PetImages\Dog\4965.jpg,11
936,PetImages\Cat\151.jpg,00
937,PetImages\Cat\2524.jpg,00
938,PetImages\Dog\4957.jpg,11
939,PetImages\Dog\2052.jpg,11
940,PetImages\Dog\3909.jpg,11
941,PetImages\Dog\2894.jpg,11
942,PetImages\Cat\4078.jpg,00
943,PetImages\Dog\2055.jpg,11
944,PetImages\Cat\4326.jpg,00
945,PetImages\Dog\2516.jpg,11
946,PetImages\Cat\1870.jpg,00
947,PetImages\Dog\2262.jpg,11
948,PetImages\Cat\621.jpg,00
949,PetImages\Cat\2819.jpg,00
950,PetImages\Dog\3284.jpg,11
951,PetImages\Cat\4863.jpg,00
952,PetImages\Dog\1214.jpg,11
953,PetImages\Dog\2958.jpg,11
954,PetImages\Dog\1447.jpg,11
955,PetImages\Cat\2484.jpg,00
956,PetImages\Dog\1694.jpg,11
957,PetImages\Dog\2030.jpg,11
958,PetImages\Cat\206.jpg,00
959,PetImages\Cat\2260.jpg,00
960,PetImages\Cat\1408.jpg,00
961,PetImages\Cat\3985.jpg,00
962,PetImages\Cat\2247.jpg,00
963,PetImages\Dog\1707.jpg,11
964,PetImages\Dog\4056.jpg,11
965,PetImages\Dog\2281.jpg,11
966,PetImages\Dog\4637.jpg,11
967,PetImages\Dog\3715.jpg,11
968,PetImages\Dog\2596.jpg,11
969,PetImages\Dog\1794.jpg,11
970,PetImages\Cat\4033.jpg,00
971,PetImages\Dog\2845.jpg,11
972,PetImages\Dog\4497.jpg,11
973,PetImages\Dog\4939.jpg,11
974,PetImages\Cat\2346.jpg,00
975,PetImages\Dog\4649.jpg,11
976,PetImages\Dog\5.jpg,11
977,PetImages\Dog\4680.jpg,11
978,PetImages\Cat\201.jpg,00
979,PetImages\Cat\1160.jpg,00
980,PetImages\Dog\2433.jpg,11
981,PetImages\Dog\3881.jpg,11
982,PetImages\Cat\2377.jpg,00
983,PetImages\Dog\4884.jpg,11
984,PetImages\Cat\3602.jpg,00
985,PetImages\Dog\760.jpg,11
986,PetImages\Cat\4932.jpg,00
987,PetImages\Cat\3885.jpg,00
988,PetImages\Dog\4425.jpg,11
989,PetImages\Cat\3094.jpg,00
990,PetImages\Cat\2234.jpg,00
991,PetImages\Dog\1666.jpg,11
992,PetImages\Dog\699.jpg,11
993,PetImages\Dog\3913.jpg,11
994,PetImages\Cat\4418.jpg,00
995,PetImages\Dog\883.jpg,11
996,PetImages\Cat\1541.jpg,00
997,PetImages\Cat\2192.jpg,00
998,PetImages\Dog\2966.jpg,11
999,PetImages\Cat\3333.jpg,00
1000,PetImages\Cat\2922.jpg,00
1001,PetImages\Cat\641.jpg,00
1002,PetImages\Dog\321.jpg,11
1003,PetImages\Cat\4641.jpg,00
1004,PetImages\Dog\3095.jpg,11
1005,PetImages\Dog\3007.jpg,11
1006,PetImages\Dog\202.jpg,11
1007,PetImages\Dog\1356.jpg,11
1008,PetImages\Dog\2635.jpg,11
1009,PetImages\Cat\1327.jpg,00
1010,PetImages\Cat\2902.jpg,00
1011,PetImages\Cat\602.jpg,00
1012,PetImages\Dog\11.jpg,11
1013,PetImages\Cat\1747.jpg,00
1014,PetImages\Cat\990.jpg,00
1015,PetImages\Dog\1117.jpg,11
1016,PetImages\Dog\36.jpg,11
1017,PetImages\Dog\4907.jpg,11
1018,PetImages\Dog\1865.jpg,11
1019,PetImages\Cat\2481.jpg,00
1020,PetImages\Cat\4635.jpg,00
1021,PetImages\Dog\4485.jpg,11
1022,PetImages\Dog\3370.jpg,11
1023,PetImages\Cat\2500.jpg,00
1024,PetImages\Dog\2675.jpg,11
1025,PetImages\Dog\4698.jpg,11
1026,PetImages\Cat\4365.jpg,00
1027,PetImages\Cat\4936.jpg,00
1028,PetImages\Dog\874.jpg,11
1029,PetImages\Cat\155.jpg,00
1030,PetImages\Cat\4725.jpg,00
1031,PetImages\Dog\3034.jpg,11
1032,PetImages\Dog\738.jpg,11
1033,PetImages\Cat\4285.jpg,00
1034,PetImages\Dog\2280.jpg,11
1035,PetImages\Cat\1387.jpg,00
1036,PetImages\Dog\476.jpg,11
1037,PetImages\Dog\1093.jpg,11
1038,PetImages\Cat\4362.jpg,00
1039,PetImages\Cat\963.jpg,00
1040,PetImages\Dog\4761.jpg,11
1041,PetImages\Dog\4609.jpg,11
1042,PetImages\Cat\465.jpg,00
1043,PetImages\Dog\2798.jpg,11
1044,PetImages\Dog\573.jpg,11
1045,PetImages\Cat\1998.jpg,00
1046,PetImages\Dog\833.jpg,11
1047,PetImages\Cat\3514.jpg,00
1048,PetImages\Cat\3334.jpg,00
1049,PetImages\Cat\3039.jpg,00
1050,PetImages\Dog\4645.jpg,11
1051,PetImages\Cat\3364.jpg,00
1052,PetImages\Cat\3618.jpg,00
1053,PetImages\Dog\589.jpg,11
1054,PetImages\Dog\4729.jpg,11
1055,PetImages\Cat\3638.jpg,00
1056,PetImages\Cat\244.jpg,00
1057,PetImages\Dog\924.jpg,11
1058,PetImages\Dog\4837.jpg,11
1059,PetImages\Dog\2728.jpg,11
1060,PetImages\Cat\879.jpg,00
1061,PetImages\Cat\2616.jpg,00
1062,PetImages\Cat\3212.jpg,00
1063,PetImages\Dog\1575.jpg,11
1064,PetImages\Cat\3214.jpg,00
1065,PetImages\Dog\714.jpg,11
1066,PetImages\Dog\1099.jpg,11
1067,PetImages\Dog\1560.jpg,11
1068,PetImages\Cat\3896.jpg,00
1069,PetImages\Dog\3812.jpg,11
1070,PetImages\Dog\1835.jpg,11
1071,PetImages\Dog\463.jpg,11
1072,PetImages\Cat\3355.jpg,00
1073,PetImages\Dog\1321.jpg,11
1074,PetImages\Dog\1146.jpg,11
1075,PetImages\Dog\611.jpg,11
1076,PetImages\Cat\3318.jpg,00
1077,PetImages\Cat\4633.jpg,00
1078,PetImages\Cat\2100.jpg,00
1079,PetImages\Dog\3102.jpg,11
1080,PetImages\Cat\1427.jpg,00
1081,PetImages\Cat\4594.jpg,00
1082,PetImages\Cat\4258.jpg,00
1083,PetImages\Cat\4005.jpg,00
1084,PetImages\Cat\3650.jpg,00
1085,PetImages\Dog\217.jpg,11
1086,PetImages\Cat\4364.jpg,00
1087,PetImages\Cat\2644.jpg,00
1088,PetImages\Dog\4770.jpg,11
1089,PetImages\Dog\3562.jpg,11
1090,PetImages\Cat\2713.jpg,00
1091,PetImages\Cat\3591.jpg,00
1092,PetImages\Dog\3703.jpg,11
1093,PetImages\Cat\347.jpg,00
1094,PetImages\Cat\1922.jpg,00
1095,PetImages\Dog\2405.jpg,11
1096,PetImages\Dog\744.jpg,11
1097,PetImages\Dog\2623.jpg,11
1098,PetImages\Cat\2836.jpg,00
1099,PetImages\Dog\3156.jpg,11
1100,PetImages\Cat\3292.jpg,00
1101,PetImages\Dog\4437.jpg,11
1102,PetImages\Dog\4690.jpg,11
1103,PetImages\Dog\438.jpg,11
1104,PetImages\Dog\953.jpg,11
1105,PetImages\Dog\817.jpg,11
1106,PetImages\Dog\2317.jpg,11
1107,PetImages\Cat\4753.jpg,00
1108,PetImages\Dog\3749.jpg,11
1109,PetImages\Cat\462.jpg,00
1110,PetImages\Dog\4679.jpg,11
1111,PetImages\Cat\4029.jpg,00
1112,PetImages\Cat\3167.jpg,00
1113,PetImages\Cat\3365.jpg,00
1114,PetImages\Cat\2636.jpg,00
1115,PetImages\Dog\2445.jpg,11
1116,PetImages\Cat\4526.jpg,00
1117,PetImages\Cat\2087.jpg,00
1118,PetImages\Cat\378.jpg,00
1119,PetImages\Dog\268.jpg,11
1120,PetImages\Dog\2290.jpg,11
1121,PetImages\Dog\4197.jpg,11
1122,PetImages\Cat\2010.jpg,00
1123,PetImages\Cat\3536.jpg,00
1124,PetImages\Dog\2316.jpg,11
1125,PetImages\Cat\2985.jpg,00
1126,PetImages\Cat\2213.jpg,00
1127,PetImages\Cat\1954.jpg,00
1128,PetImages\Cat\3430.jpg,00
1129,PetImages\Cat\2174.jpg,00
1130,PetImages\Cat\4174.jpg,00
1131,PetImages\Cat\4947.jpg,00
1132,PetImages\Cat\4578.jpg,00
1133,PetImages\Cat\2331.jpg,00
1134,PetImages\Cat\533.jpg,00
1135,PetImages\Dog\1130.jpg,11
1136,PetImages\Cat\4192.jpg,00
1137,PetImages\Cat\3700.jpg,00
1138,PetImages\Cat\1598.jpg,00
1139,PetImages\Dog\4876.jpg,11
1140,PetImages\Cat\1071.jpg,00
1141,PetImages\Dog\1684.jpg,11
1142,PetImages\Dog\3311.jpg,11
1143,PetImages\Cat\1732.jpg,00
1144,PetImages\Dog\2618.jpg,11
1145,PetImages\Dog\2310.jpg,11
1146,PetImages\Cat\4597.jpg,00
1147,PetImages\Cat\2942.jpg,00
1148,PetImages\Dog\4021.jpg,11
1149,PetImages\Cat\2129.jpg,00
1150,PetImages\Dog\61.jpg,11
1151,PetImages\Cat\4353.jpg,00
1152,PetImages\Cat\4817.jpg,00
1153,PetImages\Cat\3681.jpg,00
1154,PetImages\Dog\2581.jpg,11
1155,PetImages\Dog\1911.jpg,11
1156,PetImages\Dog\2784.jpg,11
1157,PetImages\Cat\4894.jpg,00
1158,PetImages\Dog\9.jpg,11
1159,PetImages\Cat\2734.jpg,00
1160,PetImages\Dog\3010.jpg,11
1161,PetImages\Dog\1521.jpg,11
1162,PetImages\Dog\1841.jpg,11
1163,PetImages\Dog\4890.jpg,11
1164,PetImages\Dog\3126.jpg,11
1165,PetImages\Dog\4646.jpg,11
1166,PetImages\Dog\989.jpg,11
1167,PetImages\Dog\3000.jpg,11
1168,PetImages\Cat\3824.jpg,00
1169,PetImages\Cat\920.jpg,00
1170,PetImages\Cat\4548.jpg,00
1171,PetImages\Cat\3716.jpg,00
1172,PetImages\Dog\4741.jpg,11
1173,PetImages\Cat\1849.jpg,00
1174,PetImages\Dog\3077.jpg,11
1175,PetImages\Cat\3424.jpg,00
1176,PetImages\Dog\421.jpg,11
1177,PetImages\Dog\344.jpg,11
1178,PetImages\Cat\3595.jpg,00
1179,PetImages\Cat\4481.jpg,00
1180,PetImages\Cat\2083.jpg,00
1181,PetImages\Dog\4891.jpg,11
1182,PetImages\Cat\946.jpg,00
1183,PetImages\Dog\3500.jpg,11
1184,PetImages\Dog\4175.jpg,11
1185,PetImages\Cat\2519.jpg,00
1186,PetImages\Cat\4415.jpg,00
1187,PetImages\Dog\4986.jpg,11
1188,PetImages\Dog\4117.jpg,11
1189,PetImages\Dog\3031.jpg,11
1190,PetImages\Cat\1635.jpg,00
1191,PetImages\Cat\4302.jpg,00
1192,PetImages\Cat\2212.jpg,00
1193,PetImages\Cat\4695.jpg,00
1194,PetImages\Cat\820.jpg,00
1195,PetImages\Cat\1059.jpg,00
1196,PetImages\Cat\2028.jpg,00
1197,PetImages\Dog\1399.jpg,11
1198,PetImages\Cat\60.jpg,00
1199,PetImages\Cat\3098.jpg,00
1200,PetImages\Cat\1034.jpg,00
1201,PetImages\Cat\2490.jpg,00
1202,PetImages\Cat\2059.jpg,00
1203,PetImages\Dog\1400.jpg,11
1204,PetImages\Dog\3295.jpg,11
1205,PetImages\Dog\3699.jpg,11
1206,PetImages\Cat\4918.jpg,00
1207,PetImages\Cat\1470.jpg,00
1208,PetImages\Dog\577.jpg,11
1209,PetImages\Dog\4194.jpg,11
1210,PetImages\Dog\3160.jpg,11
1211,PetImages\Dog\1628.jpg,11
1212,PetImages\Cat\114.jpg,00
1213,PetImages\Dog\75.jpg,11
1214,PetImages\Dog\533.jpg,11
1215,PetImages\Dog\425.jpg,11
1216,PetImages\Dog\2364.jpg,11
1217,PetImages\Dog\261.jpg,11
1218,PetImages\Dog\4942.jpg,11
1219,PetImages\Cat\1622.jpg,00
1220,PetImages\Dog\1750.jpg,11
1221,PetImages\Cat\1811.jpg,00
1222,PetImages\Cat\2079.jpg,00
1223,PetImages\Cat\4687.jpg,00
1224,PetImages\Cat\3925.jpg,00
1225,PetImages\Dog\4338.jpg,11
1226,PetImages\Cat\1320.jpg,00
1227,PetImages\Dog\2622.jpg,11
1228,PetImages\Dog\3430.jpg,11
1229,PetImages\Cat\4658.jpg,00
1230,PetImages\Cat\271.jpg,00
1231,PetImages\Dog\3208.jpg,11
1232,PetImages\Dog\2539.jpg,11
1233,PetImages\Cat\86.jpg,00
1234,PetImages\Cat\473.jpg,00
1235,PetImages\Cat\2806.jpg,00
1236,PetImages\Dog\221.jpg,11
1237,PetImages\Dog\4428.jpg,11
1238,PetImages\Cat\1249.jpg,00
1239,PetImages\Cat\4866.jpg,00
1240,PetImages\Dog\3377.jpg,11
1241,PetImages\Dog\709.jpg,11
1242,PetImages\Dog\328.jpg,11
1243,PetImages\Dog\2207.jpg,11
1244,PetImages\Cat\1269.jpg,00
1245,PetImages\Dog\2552.jpg,11
1246,PetImages\Cat\1763.jpg,00
1247,PetImages\Dog\1030.jpg,11
1248,PetImages\Dog\2917.jpg,11
1249,PetImages\Cat\2456.jpg,00
1250,PetImages\Cat\4747.jpg,00
1251,PetImages\Dog\2909.jpg,11
1252,PetImages\Dog\4868.jpg,11
1253,PetImages\Cat\290.jpg,00
1254,PetImages\Cat\2794.jpg,00
1255,PetImages\Cat\788.jpg,00
1256,PetImages\Cat\4630.jpg,00
1257,PetImages\Dog\4390.jpg,11
1258,PetImages\Cat\3092.jpg,00
1259,PetImages\Cat\2074.jpg,00
1260,PetImages\Dog\2685.jpg,11
1261,PetImages\Dog\3343.jpg,11
1262,PetImages\Dog\3158.jpg,11
1263,PetImages\Dog\3990.jpg,11
1264,PetImages\Cat\4483.jpg,00
1265,PetImages\Dog\2168.jpg,11
1266,PetImages\Dog\1700.jpg,11
1267,PetImages\Dog\3575.jpg,11
1268,PetImages\Dog\3630.jpg,11
1269,PetImages\Dog\83.jpg,11
1270,PetImages\Dog\2715.jpg,11
1271,PetImages\Cat\4631.jpg,00
1272,PetImages\Dog\3006.jpg,11
1273,PetImages\Cat\1093.jpg,00
1274,PetImages\Cat\3905.jpg,00
1275,PetImages\Cat\854.jpg,00
1276,PetImages\Dog\2023.jpg,11
1277,PetImages\Cat\3399.jpg,00
1278,PetImages\Dog\2725.jpg,11
1279,PetImages\Cat\4484.jpg,00
1280,PetImages\Dog\1907.jpg,11
1281,PetImages\Dog\4808.jpg,11
1282,PetImages\Cat\1846.jpg,00
1283,PetImages\Cat\2140.jpg,00
1284,PetImages\Dog\4070.jpg,11
1285,PetImages\Cat\4661.jpg,00
1286,PetImages\Cat\3525.jpg,00
1287,PetImages\Dog\3722.jpg,11
1288,PetImages\Cat\921.jpg,00
1289,PetImages\Dog\2328.jpg,11
1290,PetImages\Cat\3111.jpg,00
1291,PetImages\Dog\4332.jpg,11
1292,PetImages\Cat\213.jpg,00
1293,PetImages\Cat\807.jpg,00
1294,PetImages\Cat\2721.jpg,00
1295,PetImages\Cat\660.jpg,00
1296,PetImages\Cat\4006.jpg,00
1297,PetImages\Dog\2325.jpg,11
1298,PetImages\Dog\4026.jpg,11
1299,PetImages\Cat\6.jpg,00
1300,PetImages\Cat\4307.jpg,00
1301,PetImages\Cat\4924.jpg,00
1302,PetImages\Dog\3065.jpg,11
1303,PetImages\Cat\3232.jpg,00
1304,PetImages\Cat\1510.jpg,00
1305,PetImages\Dog\3895.jpg,11
1306,PetImages\Dog\624.jpg,11
1307,PetImages\Cat\3061.jpg,00
1308,PetImages\Cat\3382.jpg,00
1309,PetImages\Cat\3060.jpg,00
1310,PetImages\Cat\2881.jpg,00
1311,PetImages\Cat\843.jpg,00
1312,PetImages\Cat\2210.jpg,00
1313,PetImages\Cat\4347.jpg,00
1314,PetImages\Cat\1133.jpg,00
1315,PetImages\Dog\4786.jpg,11
1316,PetImages\Dog\4169.jpg,11
1317,PetImages\Cat\822.jpg,00
1318,PetImages\Dog\4626.jpg,11
1319,PetImages\Dog\4955.jpg,11
1320,PetImages\Dog\1817.jpg,11
1321,PetImages\Dog\936.jpg,11
1322,PetImages\Cat\3871.jpg,00
1323,PetImages\Cat\824.jpg,00
1324,PetImages\Cat\292.jpg,00
1325,PetImages\Dog\4434.jpg,11
1326,PetImages\Dog\3253.jpg,11
1327,PetImages\Dog\419.jpg,11
1328,PetImages\Dog\3412.jpg,11
1329,PetImages\Cat\3449.jpg,00
1330,PetImages\Dog\4801.jpg,11
1331,PetImages\Cat\1615.jpg,00
1332,PetImages\Cat\4383.jpg,00
1333,PetImages\Cat\4145.jpg,00
1334,PetImages\Cat\4674.jpg,00
1335,PetImages\Cat\1898.jpg,00
1336,PetImages\Dog\1332.jpg,11
1337,PetImages\Dog\4237.jpg,11
1338,PetImages\Dog\1713.jpg,11
1339,PetImages\Cat\1437.jpg,00
1340,PetImages\Dog\1649.jpg,11
1341,PetImages\Dog\4749.jpg,11
1342,PetImages\Cat\3594.jpg,00
1343,PetImages\Dog\1361.jpg,11
1344,PetImages\Cat\4404.jpg,00
1345,PetImages\Dog\2192.jpg,11
1346,PetImages\Cat\501.jpg,00
1347,PetImages\Dog\68.jpg,11
1348,PetImages\Cat\2199.jpg,00
1349,PetImages\Cat\844.jpg,00
1350,PetImages\Cat\263.jpg,00
1351,PetImages\Dog\1683.jpg,11
1352,PetImages\Dog\3850.jpg,11
1353,PetImages\Dog\4461.jpg,11
1354,PetImages\Dog\4796.jpg,11
1355,PetImages\Dog\3609.jpg,11
1356,PetImages\Dog\3698.jpg,11
1357,PetImages\Cat\4787.jpg,00
1358,PetImages\Cat\3616.jpg,00
1359,PetImages\Dog\3769.jpg,11
1360,PetImages\Dog\1459.jpg,11
1361,PetImages\Dog\1114.jpg,11
1362,PetImages\Dog\2463.jpg,11
1363,PetImages\Dog\3581.jpg,11
1364,PetImages\Cat\3917.jpg,00
1365,PetImages\Cat\4098.jpg,00
1366,PetImages\Cat\2350.jpg,00
1367,PetImages\Cat\2623.jpg,00
1368,PetImages\Dog\2560.jpg,11
1369,PetImages\Dog\2738.jpg,11
1370,PetImages\Dog\800.jpg,11
1371,PetImages\Dog\128.jpg,11
1372,PetImages\Dog\1224.jpg,11
1373,PetImages\Cat\1313.jpg,00
1374,PetImages\Dog\2201.jpg,11
1375,PetImages\Cat\1259.jpg,00
1376,PetImages\Dog\2428.jpg,11
1377,PetImages\Cat\216.jpg,00
1378,PetImages\Dog\2951.jpg,11
1379,PetImages\Cat\598.jpg,00
1380,PetImages\Dog\4018.jpg,11
1381,PetImages\Cat\2316.jpg,00
1382,PetImages\Cat\239.jpg,00
1383,PetImages\Cat\2979.jpg,00
1384,PetImages\Cat\3505.jpg,00
1385,PetImages\Cat\2135.jpg,00
1386,PetImages\Cat\4983.jpg,00
1387,PetImages\Dog\4930.jpg,11
1388,PetImages\Dog\4999.jpg,11
1389,PetImages\Dog\2699.jpg,11
1390,PetImages\Cat\1502.jpg,00
1391,PetImages\Cat\2433.jpg,00
1392,PetImages\Dog\4748.jpg,11
